raman_shift_cm-1,mean_intensity,std_dev
462.0,0.4098683311015954,0.034195088960271604
463.0,0.32219519346747755,0.035025803272857835
464.0,0.24549443102082655,0.035030453760380546
465.0,0.1845826995040778,0.03581335520875427
466.0,0.14416820185825208,0.039344543927769454
467.0,0.11557900454587318,0.04273584217880689
468.0,0.09614379291607485,0.04442344211817905
469.0,0.08118697553237335,0.04547301848505796
470.0,0.06877488553205033,0.04707335415538208
471.0,0.060808330006706816,0.0495040760915256
472.0,0.054448490181697666,0.05161184855965991
473.0,0.049585203654982625,0.05318017749836345
474.0,0.0540794077080201,0.05271797222055982
475.0,0.06651999839598163,0.04959315898540947
476.0,0.0787133884600379,0.04652121678807792
477.0,0.09133570852774146,0.04564326491244102
478.0,0.10682410066137253,0.04411776626900115
479.0,0.12400229317132902,0.042196495172902464
480.0,0.14292921266417033,0.040901549509305316
481.0,0.16637547684628937,0.04028578416308334
482.0,0.1951991628298141,0.03989056685427145
483.0,0.23703085518618658,0.03968506404641129
484.0,0.2911771888439964,0.04022216434181135
485.0,0.3491127515839706,0.04050550381024554
486.0,0.3989867865761162,0.04164216953069305
487.0,0.4390495963465299,0.042635852771216065
488.0,0.46173941671085184,0.04279497430168911
489.0,0.46132019294600174,0.042292440350145025
490.0,0.4372413698191454,0.0398987693374122
491.0,0.3952943067296661,0.037249425119572244
492.0,0.3413221710150971,0.03624534208348593
493.0,0.2857160510278335,0.03556835782475482
494.0,0.2299935622349397,0.037213055396888454
495.0,0.18274884116525236,0.04170347971363124
496.0,0.14582646832730323,0.046217144964628004
497.0,0.12045628220436724,0.04923948593248991
498.0,0.10380070201097015,0.04916328856777897
499.0,0.09724628614312653,0.0450846835243803
500.0,0.09743356851185381,0.039511635720498414
501.0,0.09767269052131952,0.035482086691594125
502.0,0.09463083734382027,0.03556339198052326
503.0,0.08724069052758143,0.03633331441599207
504.0,0.07441996717036287,0.03400336328578822
505.0,0.05908431341718487,0.031128285353763583
506.0,0.043811221204545815,0.028724230825479247
507.0,0.0300693823804999,0.02880650751310299
508.0,0.022096677693029344,0.03262192130133874
509.0,0.02316498899392138,0.03536549298623136
510.0,0.026735835332699794,0.037757079168907345
511.0,0.03004321101009883,0.03990181070226105
512.0,0.034850064808583645,0.04170100033959553
513.0,0.04263080001455831,0.04130527999135625
514.0,0.0546132846750638,0.04277794290538736
515.0,0.07102091933279889,0.04682856705532213
516.0,0.09312383665684475,0.04846647444795584
517.0,0.12172839689624179,0.04830769293963342
518.0,0.155917128593884,0.047956978025132734
519.0,0.1926103842267454,0.04831827314162322
520.0,0.22406561407314549,0.050536970418989156
521.0,0.2504987928966784,0.05169002383469488
522.0,0.26740121025349606,0.04893276259597362
523.0,0.2728613318595162,0.04447209421899162
524.0,0.2641083633895675,0.04262515436977283
525.0,0.24173334902176064,0.042061195385389404
526.0,0.21027999796545868,0.039862591330633766
527.0,0.1765271553695782,0.0379867583278779
528.0,0.1454614483765475,0.03898888155146883
529.0,0.123518958936202,0.040406856615611685
530.0,0.11077123873426209,0.03977457125936077
531.0,0.11245689681258787,0.04025052325010515
532.0,0.1276620179271188,0.04150155282026185
533.0,0.1584137445121088,0.04132337366214786
534.0,0.203277303824846,0.04155654664141313
535.0,0.25910539025388474,0.04029674068643153
536.0,0.32788107088567864,0.038260374049306746
537.0,0.42354562216795116,0.0389612665584805
538.0,0.531699658113564,0.04020779419689011
539.0,0.643533524680605,0.04075406571807648
540.0,0.735075713264839,0.042674097507134814
541.0,0.7923752140168985,0.045320245995573424
542.0,0.8017727577504141,0.04651458080644216
543.0,0.7622857239431335,0.04670952756200501
544.0,0.6763605124296628,0.0444132234894716
545.0,0.5565943618839585,0.0394876886543977
546.0,0.4247680375954443,0.03610447508283253
547.0,0.31161463986386656,0.035238613621720774
548.0,0.2193086288042934,0.036921162874223604
