raman_shift_cm-1,intensity_norm
1291.0,0.21015436059006268
1292.0,0.18071559904592346
1293.0,0.15645857982081693
1294.0,0.13747857104420938
1295.0,0.1231578249579364
1296.0,0.11275334735027757
1297.0,0.10563447945669942
1298.0,0.10135129636473707
1299.0,0.09963656396204913
1300.0,0.10038216140214036
1301.0,0.10359256012712013
1302.0,0.10928817996693994
1303.0,0.11730770334494543
1304.0,0.12698596875098553
1305.0,0.1368881107818805
1306.0,0.14515399737220666
1307.0,0.15078806867049152
1308.0,0.15475495887434
1309.0,0.1593320364108231
1310.0,0.16635764512718823
1311.0,0.17589875973228286
1312.0,0.18566804154840727
1313.0,0.1914729378997435
1314.0,0.18952331470874056
1315.0,0.17944582382918636
1316.0,0.16453262990375794
1317.0,0.14898182311654823
1318.0,0.13563113009204814
1319.0,0.12567741822644704
1320.0,0.11930859216105748
1321.0,0.11624480829732521
1322.0,0.11593520485915661
1323.0,0.11750793036119063
1324.0,0.11974912501327736
1325.0,0.1214981442141951
1326.0,0.12242042759485802
1327.0,0.12331086387059538
1328.0,0.12549530848697227
1329.0,0.13009333625006705
1330.0,0.13771893651371608
1331.0,0.14837549871686498
1332.0,0.1611929749833905
1333.0,0.17410206639519774
1334.0,0.18419201114693612
1335.0,0.18943917668381438
1336.0,0.19055491721289167
1337.0,0.19061217301431094
1338.0,0.19300503628921786
1339.0,0.20016150100041766
1340.0,0.2135209177720196
1341.0,0.2338316504342692
1342.0,0.261027112356235
1343.0,0.2933994668352056
1344.0,0.3263473457423371
1345.0,0.35225479635347495
1346.0,0.36389629061685286
1347.0,0.3601173819876679
1348.0,0.3472075324521062
1349.0,0.3340807590540824
1350.0,0.3275557708111923
1351.0,0.33142806693159194
1352.0,0.34758699655276004
1353.0,0.3770032345086342
1354.0,0.41981539503889315
1355.0,0.4744953124480284
1356.0,0.5365149324786446
1357.0,0.5973038195357662
1358.0,0.6441645204801729
1359.0,0.6628702841725398
1360.0,0.6456212459480988
1361.0,0.5986775541013959
1362.0,0.5385940674541895
1363.0,0.4811899338342239
1364.0,0.4355352862755645
1365.0,0.4045443988779242
1366.0,0.38729829780601543
1367.0,0.38041152888611
1368.0,0.3788248068166958
1369.0,0.37754691983212685
1370.0,0.3741137260351026
1371.0,0.36883990884667917
1372.0,0.36245560981378605
1373.0,0.3550932204509586
1374.0,0.34789567584574327
1375.0,0.34371269927044484
1376.0,0.34515922846004277
1377.0,0.3522590759045328
1378.0,0.36160211174717183
1379.0,0.3678997601843249
1380.0,0.36802114110779444
1381.0,0.3641559599449704
1382.0,0.36224090496722505
1383.0,0.3678099929437093
1384.0,0.3833153114524974
1385.0,0.4069559590444649
1386.0,0.43175461599532705
1387.0,0.44626686880866623
1388.0,0.4400160702785021
1389.0,0.41132709055103983
1390.0,0.36841234754198465
1391.0,0.3222669582133835
1392.0,0.2804268835963619
1393.0,0.24600722780161718
1394.0,0.21938299461152222
1395.0,0.19981854111557218
1396.0,0.1863696944913499
1397.0,0.17826104064248308
1398.0,0.17500963494354546
1399.0,0.1764536846465696
1400.0,0.18275548334013655
1401.0,0.19439611617143543
1402.0,0.21214047576446957
1403.0,0.23689812575215807
1404.0,0.2693187745460329
1405.0,0.3088745348327214
1406.0,0.35233371775116573
1407.0,0.39244982239457016
1408.0,0.4191158647855383
1409.0,0.42409374846265263
1410.0,0.40567217575659037
1411.0,0.36916904740897855
